x;y;
-0,144164521;0,958433182;
0,958433182;-0,837188328;
-0,837188328;-0,401768593;
-0,401768593;0,677163995;
0,677163995;0,082897848;
0,082897848;0,986255894;
0,986255894;-0,945401375;
-0,945401375;-0,787567521;
-0,787567521;-0,240525201;
-0,240525201;0,884295256;
0,884295256;-0,563956199;
-0,563956199;0,363906812;
0,363906812;0,735143664;
0,735143664;-0,080872414;
-0,080872414;0,986919305;
0,986919305;-0,94801943;
-0,94801943;-0,79748168;
-0,79748168;-0,271954061;
-0,271954061;0,852081977;
0,852081977;-0,452087392;
-0,452087392;0,59123398;
0,59123398;0,300884762;
0,300884762;0,81893672;
0,81893672;-0,341314701;
-0,341314701;0,767008549;
0,767008549;-0,176604229;
-0,176604229;0,937621892;
0,937621892;-0,758269626;
-0,758269626;-0,14994565;
-0,14994565;0,955032604;
0,955032604;-0,824174549;
-0,824174549;-0,358527374;
-0,358527374;0,742916244;
0,742916244;-0,103849091;
-0,103849091;0,978430733;
0,978430733;-0,914653397;
-0,914653397;-0,673181674;
-0,673181674;0,093652867;
0,093652867;0,982458281;
0,982458281;-0,930448547;
-0,930448547;-0,731468998;
-0,731468998;-0,070093791;
-0,070093791;0,990173721;
0,990173721;-0,960887995;
-0,960887995;-0,846611479;
-0,846611479;-0,433501992;
-0,433501992;0,624152046;
0,624152046;0,220868447;
0,220868447;0,902434258;
0,902434258;-0,628775181;
-0,628775181;0,209283542;
0,209283542;0,912400798;
0,912400798;-0,664950432;
-0,664950432;0,115681847;
0,115681847;0,973235421;
0,973235421;-0,894374368;
-0,894374368;-0,599811022;
-0,599811022;0,280453477;
0,280453477;0,842691695;
0,842691695;-0,420258584;
-0,420258584;0,646765445;
0,646765445;0,163388919;
0,163388919;0,946608122;
0,946608122;-0,792133874;
-0,792133874;-0,254952149;
-0,254952149;0,869998804;
0,869998804;-0,513795837;
-0,513795837;0,472027676;
0,472027676;0,554379747;
0,554379747;0,385326192;
0,385326192;0,703047451;
0,703047451;0,011448562;
0,011448562;0,999737861;
0,999737861;-0,998951581;
-0,998951581;-0,995808522;
-0,995808522;-0,983269224;
-0,983269224;-0,933636732;
-0,933636732;-0,743355096;
-0,743355096;-0,105153596;
-0,105153596;0,977885442;
0,977885442;-0,912519877;
-0,912519877;-0,665385053;
-0,665385053;0,114525463;
0,114525463;0,973767837;
0,973767837;-0,896447599;
-0,896447599;-0,607236596;
-0,607236596;0,262527434;
0,262527434;0,862158693;
0,862158693;-0,486635224;
-0,486635224;0,526372318;
0,526372318;0,445864365;
0,445864365;0,602409935;
0,602409935;0,27420454;
0,27420454;0,849623741;
0,849623741;-0,443721002;
-0,443721002;0,606223344;
0,606223344;0,264986514;
0,264986514;0,859564294;
0,859564294;-0,477701552;
-0,477701552;0,543602454;
0,543602454;0,408992745;
0,408992745;0,665449869;
0,665449869;0,114352943;
0,114352943;0,973846809;
0,973846809;-0,896755215;
-0,896755215;-0,60833983;
-0,60833983;0,259845302;
0,259845302;0,864960838;
0,864960838;-0,496314502;
-0,496314502;0,50734383;
0,50734383;0,485204476;
0,485204476;0,529153234;
0,529153234;0,439993711;
0,439993711;0,612811069;
0,612811069;0,248925187;
0,248925187;0,876072502;
0,876072502;-0,535006059;
-0,535006059;0,427537035;
0,427537035;0,634424168;
0,634424168;0,19501195;
0,19501195;0,923940679;
0,923940679;-0,707332756;
-0,707332756;-0,000639255;
-0,000639255;0,999999183;
0,999999183;-0,999996731;
-0,999996731;-0,999986923;
-0,999986923;-0,999947694;
-0,999947694;-0,99979078;
-0,99979078;-0,999163208;
-0,999163208;-0,996654233;
-0,996654233;-0,986639319;
-0,986639319;-0,946914292;
-0,946914292;-0,793293354;
-0,793293354;-0,25862869;
-0,25862869;0,866222402;
0,866222402;-0,500682498;
-0,500682498;0,498634072;
0,498634072;0,502728124;
0,502728124;0,494528866;
0,494528866;0,510882401;
0,510882401;0,477998345;
0,477998345;0,543035164;
0,543035164;0,410225621;
0,410225621;0,663429879;
0,663429879;0,11972159;
0,11972159;0,971333482;
0,971333482;-0,886977466;
-0,886977466;-0,573458049;
-0,573458049;0,342291733;
0,342291733;0,765672739;
0,765672739;-0,172509487;
-0,172509487;0,940480954;
0,940480954;-0,769008849;
-0,769008849;-0,182749219;
-0,182749219;0,933205446;
0,933205446;-0,741744808;
-0,741744808;-0,10037072;
-0,10037072;0,979851437;
0,979851437;-0,920217678;
-0,920217678;-0,69360115;
-0,69360115;0,037834888;
0,037834888;0,997137042;
0,997137042;-0,988564563;
-0,988564563;-0,95451979;
-0,95451979;-0,822216059;
-0,822216059;-0,352078495;
-0,352078495;0,752081466;
0,752081466;-0,131253064;
-0,131253064;0,965545266;
0,965545266;-0,864555323;
-0,864555323;-0,494911812;
-0,494911812;0,510124597;
0,510124597;0,479545791;
0,479545791;0,540071668;
0,540071668;0,416645187;
0,416645187;0,652813576;
0,652813576;0,147668871;
0,147668871;0,956387809;
0,956387809;-0,829355284;
-0,829355284;-0,375660373;
-0,375660373;0,717758568;
0,717758568;-0,030354724;
-0,030354724;0,998157182;
0,998157182;-0,992635518;
-0,992635518;-0,970650543;
-0,970650543;-0,884324955;
-0,884324955;-0,564061251;
-0,564061251;0,363669811;
0,363669811;0,735488538;
0,735488538;-0,081886778;
-0,081886778;0,986589111;
0,986589111;-0,946716149;
-0,946716149;-0,792542933;
-0,792542933;-0,256248603;
-0,256248603;0,868673307;
0,868673307;-0,509186629;
-0,509186629;0,481457953;
0,481457953;0,53639648;
0,53639648;0,424557633;
0,424557633;0,639501632;
0,639501632;0,182075326;
0,182075326;0,933697152;
0,933697152;-0,743580742;
-0,743580742;-0,105824639;
-0,105824639;0,977602291;
0,977602291;-0,91141248;
-0,91141248;-0,661345418;
-0,661345418;0,125244476;
0,125244476;0,968627643;
0,968627643;-0,87647902;
-0,87647902;-0,536430946;
-0,536430946;0,42448368;
0,42448368;0,639627211;
0,639627211;0,181754062;
0,181754062;0,933930922;
0,933930922;-0,744453933;
-0,744453933;-0,108423317;
-0,108423317;0,976488769;
0,976488769;-0,907060631;
-0,907060631;-0,645517976;
-0,645517976;0,166613085;
0,166613085;0,94448016;
0,94448016;-0,784085544;
-0,784085544;-0,229580281;
-0,229580281;0,894585789;
0,894585789;-0,600567467;
-0,600567467;0,278637435;
0,278637435;0,844722359;
0,844722359;-0,427111729;
-0,427111729;0,635151142;
0,635151142;0,193166054;
0,193166054;0,925373751;
0,925373751;-0,71263316;
-0,71263316;-0,015692041;
-0,015692041;0,99950752;
0,99950752;-0,998030564;
-0,998030564;-0,992130013;
-0,992130013;-0,968643926;
-0,968643926;-0,876542111;
-0,876542111;-0,536652146;
-0,536652146;0,424008947;
0,424008947;0,640432825;
0,640432825;0,179691593;
0,179691593;0,935421863;
0,935421863;-0,750028122;
-0,750028122;-0,125084367;
-0,125084367;0,968707802;
0,968707802;-0,876789613;
-0,876789613;-0,53752005;
-0,53752005;0,422144391;
0,422144391;0,643588226;
0,643588226;0,171588391;
0,171588391;0,941114848;
0,941114848;-0,771394315;
-0,771394315;-0,190098379;
-0,190098379;0,927725212;
0,927725212;-0,721348139;
-0,721348139;-0,040686276;
-0,040686276;0,996689254;
0,996689254;-0,986778938;
-0,986778938;-0,947465345;
-0,947465345;-0,795381159;
-0,795381159;-0,265262376;
-0,265262376;0,859271743;
0,859271743;-0,476695858;
-0,476695858;0,545522119;
0,545522119;0,404811236;
0,404811236;0,672255726;
0,672255726;0,096144477;
0,096144477;0,981512479;
0,981512479;-0,926733493;
-0,926733493;-0,717669935;
-0,717669935;-0,030100272;
-0,030100272;0,998187947;
0,998187947;-0,992758356;
-0,992758356;-0,971138307;
-0,971138307;-0,886219224;
-0,886219224;-0,570769025;
-0,570769025;0,34844544;
0,34844544;0,75717155;
0,75717155;-0,146617513;
-0,146617513;0,95700661;
0,95700661;-0,831723303;
-0,831723303;-0,383527307;
-0,383527307;0,70581361;
0,70581361;0,003654296;
0,003654296;0,999973292;
0,999973292;-0,99989317;
-0,99989317;-0,999572704;
-0,999572704;-0,998291183;
-0,998291183;-0,993170571;
-0,993170571;-0,972775568;
-0,972775568;-0,892584611;
-0,892584611;-0,593414577;
-0,593414577;0,295718281;
0,295718281;0,825101397;
0,825101397;-0,36158463;
-0,36158463;0,73851311;
0,73851311;-0,090803227;
-0,090803227;0,983509548;
0,983509548;-0,934582061;
-0,934582061;-0,746887258;
-0,746887258;-0,115681153;
-0,115681153;0,973235742;
0,973235742;-0,894375619;
-0,894375619;-0,599815494;
-0,599815494;0,280442745;
0,280442745;0,842703733;
0,842703733;-0,420299164;
-0,420299164;0,646697225;
0,646697225;0,163565399;
0,163565399;0,94649272;
0,94649272;-0,79169694;
-0,79169694;-0,253568088;
-0,253568088;0,871406449;
0,871406449;-0,518698399;
-0,518698399;0,461903941;
0,461903941;0,573289499;
0,573289499;0,342678301;
0,342678301;0,765143164;
0,765143164;-0,170888123;
-0,170888123;0,941594499;
0,941594499;-0,773200401;
-0,773200401;-0,195677721;
-0,195677721;0,923420459;
0,923420459;-0,705410687;
-0,705410687;0,004791525;
0,004791525;0,999954083;
0,999954083;-0,999816335;
-0,999816335;-0,999265406;
-0,999265406;-0,997062701;
-0,997062701;-0,988268061;
-0,988268061;-0,95334752;
-0,95334752;-0,81774299;
-0,81774299;-0,337407194;
-0,337407194;0,772312771;
0,772312771;-0,192934031;
-0,192934031;0,925552919;
0,925552919;-0,713296413;
-0,713296413;-0,017583544;
-0,017583544;0,999381638;
0,999381638;-0,997527316;
-0,997527316;-0,990121494;
-0,990121494;-0,960681147;
-0,960681147;-0,845816531;
-0,845816531;-0,430811207;
-0,430811207;0,628803407;
0,628803407;0,20921255;
0,20921255;0,912460218;
0,912460218;-0,665167298;
-0,665167298;0,115104931;
0,115104931;0,97350171;
0,97350171;-0,895411158;
-0,895411158;-0,603522285;
-0,603522285;0,271521704;
0,271521704;0,852551928;
0,852551928;-0,453689581;
-0,453689581;0,588331528;
0,588331528;0,307732026;
0,307732026;0,810602001;
0,810602001;-0,314151207;
-0,314151207;0,802618038;
0,802618038;-0,288391431;
-0,288391431;0,833660765;
0,833660765;-0,389980543;
-0,389980543;0,695830352;
0,695830352;0,031640242;
0,031640242;0,99799779;
0,99799779;-0,991999178;
-0,991999178;-0,96812474;
-0,96812474;-0,874531025;
-0,874531025;-0,529609026;
-0,529609026;0,439028559;
0,439028559;0,614507848;
0,614507848;0,24476021;
0,24476021;0,88018488;
0,88018488;-0,549450845;
-0,549450845;0,396207539;
0,396207539;0,686039172;
0,686039172;0,058700508;
0,058700508;0,993108501;
0,993108501;-0,972528988;
-0,972528988;-0,891625267;
-0,891625267;-0,589991233;
-0,589991233;0,30382069;
0,30382069;0,815385976;
0,815385976;-0,329708581;
-0,329708581;0,782584503;
0,782584503;-0,22487701;
-0,22487701;0,898860661;
0,898860661;-0,615900976;
-0,615900976;0,241331975;
0,241331975;0,883517755;
0,883517755;-0,561207249;
-0,561207249;0,370092848;
0,370092848;0,726062567;
0,726062567;-0,054333703;
-0,054333703;0,994095697;
0,994095697;-0,976452511;
-0,976452511;-0,906919014;
-0,906919014;-0,645004195;
-0,645004195;0,167939176;
0,167939176;0,943592866;
0,943592866;-0,780734994;
-0,780734994;-0,219094262;
-0,219094262;0,903995409;
0,903995409;-0,634415399;
-0,634415399;0,195034203;
0,195034203;0,92392332;
0,92392332;-0,707268601;
-0,707268601;-0,000457748;
-0,000457748;0,999999581;
0,999999581;-0,999998324;
-0,999998324;-0,999993295;
-0,999993295;-0,99997318;
-0,99997318;-0,999892721;
-0,999892721;-0,999570906;
-0,999570906;-0,998283993;
-0,998283993;-0,993141861;
-0,993141861;-0,972661513;
-0,972661513;-0,892140838;
-0,892140838;-0,591830549;
-0,591830549;0,299473202;
0,299473202;0,820631603;
0,820631603;-0,346872454;
-0,346872454;0,759359001;
0,759359001;-0,153252184;
-0,153252184;0,953027536;
0,953027536;-0,81652297;
-0,81652297;-0,333419522;
-0,333419522;0,777662845;
0,777662845;-0,209519;
-0,209519;0,912203577;
0,912203577;-0,664230732;
-0,664230732;0,117595069;
0,117595069;0,972342799;
0,972342799;-0,890901039;
-0,890901039;-0,587409322;
-0,587409322;0,309900576;
0,309900576;0,807923266;
0,807923266;-0,305480009;
-0,305480009;0,813363929;
0,813363929;-0,323121761;
-0,323121761;0,791184655;
0,791184655;-0,251946317;
-0,251946317;0,873046107;
0,873046107;-0,524419008;
-0,524419008;0,449969407;
0,449969407;0,595055065;
0,595055065;0,291818939;
0,291818939;0,829683414;
0,829683414;-0,376749134;
-0,376749134;0,71612018;
0,71612018;-0,025656226;
-0,025656226;0,998683516;
0,998683516;-0,994737531;
-0,994737531;-0,979005511;
-0,979005511;-0,916903581;
-0,916903581;-0,681424354;
-0,681424354;0,0713217;
0,0713217;0,98982643;
0,98982643;-0,959512723;
-0,959512723;-0,841329333;
-0,841329333;-0,415670093;
-0,415670093;0,654436748;
0,654436748;0,143425085;
0,143425085;0,95885849;
0,95885849;-0,838819207;
-0,838819207;-0,407235325;
-0,407235325;0,66831878;
0,66831878;0,106700016;
0,106700016;0,977230213;
0,977230213;-0,909957779;
-0,909957779;-0,656046318;
-0,656046318;0,139206456;
0,139206456;0,961243125;
0,961243125;-0,847976691;
-0,847976691;-0,438128936;
-0,438128936;0,616086072;
0,616086072;0,240875905;
0,240875905;0,883957597;
0,883957597;-0,562762066;
-0,562762066;0,366597713;
0,366597713;0,731212234;
0,731212234;-0,069342661;
-0,069342661;0,990383191;
0,990383191;-0,961717729;
-0,961717729;-0,84980198;
-0,84980198;-0,44432681;
-0,44432681;0,605147372;
0,605147372;0,267593316;
0,267593316;0,856787634;
0,856787634;-0,4681701;
-0,4681701;0,561633514;
0,561633514;0,369135592;
0,369135592;0,72747783;
0,72747783;-0,058447986;
-0,058447986;0,993167666;
0,993167666;-0,972764025;
-0,972764025;-0,892539695;
-0,892539695;-0,593254215;
-0,593254215;0,296098872;
0,296098872;0,824650916;
0,824650916;-0,360098266;
-0,360098266;0,740658478;
0,740658478;-0,097149963;
-0,097149963;0,981123769;
0,981123769;-0,925207702;
-0,925207702;-0,712018582;
-0,712018582;-0,013940923;
-0,013940923;0,999611301;
0,999611301;-0,998445508;
-0,998445508;-0,993786863;
-0,993786863;-0,975224659;
-0,975224659;-0,902126273;
-0,902126273;-0,627663624;
-0,627663624;0,21207675;
0,21207675;0,910046904;
0,910046904;-0,656370734;
-0,656370734;0,138354918;
0,138354918;0,961715833;
0,961715833;-0,849794688;
-0,849794688;-0,444302022;
-0,444302022;0,605191426;
0,605191426;0,267486675;
0,267486675;0,856901757;
0,856901757;-0,468561243;
-0,468561243;0,560900722;
0,560900722;0,370780759;
0,370780759;0,725043257;
0,725043257;-0,05137545;
-0,05137545;0,994721126;
0,994721126;-0,978940239;
-0,978940239;-0,916647981;
-0,916647981;-0,680487043;
-0,680487043;0,07387477;
0,07387477;0,989085037;
0,989085037;-0,95657842;
-0,95657842;-0,830084547;
-0,830084547;-0,37808071;
-0,37808071;0,714109953;
0,714109953;-0,01990605;
-0,01990605;0,999207498;
0,999207498;-0,996831249;
-0,996831249;-0,98734508;
-0,98734508;-0,949700613;
-0,949700613;-0,803862508;
-0,803862508;-0,292389864;
-0,292389864;0,829016335;
0,829016335;-0,374536166;
-0,374536166;0,71944532;
0,71944532;-0,035203138;
-0,035203138;0,997521478;
0,997521478;-0,990098199;
-0,990098199;-0,960588886;
-0,960588886;-0,845462015;
-0,845462015;-0,429612039;
-0,429612039;0,630866992;
0,630866992;0,204013678;
0,204013678;0,916756839;
0,916756839;-0,680886202;
-0,680886202;0,072787959;
0,072787959;0,989403826;
0,989403826;-0,957839862;
-0,957839862;-0,834914401;
-0,834914401;-0,394164115;
-0,394164115;0,6892693;
0,6892693;0,049815663;
0,049815663;0,995036799;
0,995036799;-0,980196464;
-0,980196464;-0,921570217;
-0,921570217;-0,698583331;
-0,698583331;0,023962659;
0,023962659;0,998851582;
0,998851582;-0,995408965;
-0,995408965;-0,981678017;
-0,981678017;-0,927383458;
-0,927383458;-0,720080158;
-0,720080158;-0,037030867;
-0,037030867;0,99725743;
0,99725743;-0,989044762;
-0,989044762;-0,956419084;
-0,956419084;-0,829474928;
-0,829474928;-0,376057312;
-0,376057312;0,717161797;
0,717161797;-0,028642085;
-0,028642085;0,998359262;
0,998359262;-0,993442432;
-0,993442432;-0,973855731;
-0,973855731;-0,896789969;
-0,896789969;-0,608464498;
-0,608464498;0,25954191;
0,25954191;0,865275994;
0,865275994;-0,497405092;
-0,497405092;0,505176348;
0,505176348;0,489593714;
0,489593714;0,52059599;
0,52059599;0,45795963;
0,45795963;0,580545954;
0,580545954;0,32593279;
0,32593279;0,787535633;
0,787535633;-0,240424746;
-0,240424746;0,884391883;
0,884391883;-0,564298005;
-0,564298005;0,363135522;
0,363135522;0,736265185;
0,736265185;-0,084172844;
-0,084172844;0,985829865;
0,985829865;-0,943721044;
-0,943721044;-0,781218817;
-0,781218817;-0,22060568;
-0,22060568;0,902666268;
0,902666268;-0,629612784;
-0,629612784;0,207175484;
0,207175484;0,914156637;
0,914156637;-0,671364715;
-0,671364715;0,098538839;
0,098538839;0,980580194;
0,980580194;-0,923075035;
-0,923075035;-0,704135041;
-0,704135041;0,008387689;
0,008387689;0,999859293;
0,999859293;-0,999437213;
-0,999437213;-0,997749485;
-0,997749485;-0,991008071;
-0,991008071;-0,964193995;
-0,964193995;-0,859340118;
-0,859340118;-0,476930877;
-0,476930877;0,545073877;
0,545073877;0,405788938;
0,405788938;0,670670675;
0,670670675;0,100401691;
0,100401691;0,979839001;
0,979839001;-0,920168935;
-0,920168935;-0,693421739;
-0,693421739;0,038332585;
0,038332585;0,997061226;
0,997061226;-0,988262176;
-0,988262176;-0,953324258;
-0,953324258;-0,81765428;
-0,81765428;-0,337117044;
-0,337117044;0,772704197;
0,772704197;-0,194143551;
-0,194143551;0,924616563;
0,924616563;-0,709831577;
-0,709831577;-0,007721735;
-0,007721735;0,99988075;
0,99988075;-0,999523027;
-0,999523027;-0,998092563;
-0,998092563;-0,992377528;
-0,992377528;-0,969626315;
-0,969626315;-0,880350381;
-0,880350381;-0,550033586;
-0,550033586;0,394926109;
0,394926109;0,688066737;
0,688066737;0,053128332;
0,053128332;0,994354761;
0,994354761;-0,977482781;
-0,977482781;-0,910945172;
-0,910945172;-0,659642214;
-0,659642214;0,129744299;
0,129744299;0,966332834;
0,966332834;-0,867598292;
-0,867598292;-0,505453591;
-0,505453591;0,489033335;
0,489033335;0,521692795;
0,521692795;0,455673254;
0,455673254;0,58472377;
0,58472377;0,316196225;
0,316196225;0,800039895;
0,800039895;-0,280127666;
-0,280127666;0,843056981;
0,843056981;-0,421490147;
-0,421490147;0,644692111;
0,644692111;0,168744163;
0,168744163;0,943050815;
0,943050815;-0,778689679;
-0,778689679;-0,212715233;
-0,212715233;0,909504459;
0,909504459;-0,654396723;
-0,654396723;0,143529857;
0,143529857;0,95879836;
